id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
8828,Pizza Mobile,"[""Europe"", ""Portugal"", ""Central Portugal"", ""Lisbon District"", ""Mafra"", ""Ericeira""]",Portugal,Central Portugal,Lisbon District,Ericeira,"Lunch, Dinner","Italian, Pizza, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.5,182.0
8829,Mar das Latas Wine & Food,"[""Europe"", ""Portugal"", ""Central Portugal"", ""Lisbon District"", ""Mafra"", ""Ericeira""]",Portugal,Central Portugal,Lisbon District,Ericeira,"Dinner, After-hours, Drinks","Portuguese, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Accepts Credit Cards, Table Service, Free Wifi",4.5,255.0
8830,Mercado - Food & Drinks,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Matosinhos""]",Portugal,Northern Portugal,Porto District,Matosinhos,"Lunch, Dinner, After-hours, Drinks","Bar, Seafood, Mediterranean, European, Portuguese, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service",5.0,318.0
8831,Restaurante Lage do Senhor do Padrao,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Matosinhos""]",Portugal,Northern Portugal,Porto District,Matosinhos,"Lunch, Dinner","Seafood, Mediterranean, European, Healthy, Portuguese",Gluten Free Options,"Takeout, Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.5,975.0
8832,Restaurante A Tendinha,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Matosinhos""]",Portugal,Northern Portugal,Porto District,Matosinhos,"Lunch, Dinner, Brunch","Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.5,1050.0
8833,Marisqueira Sotavento,"[""Europe"", ""Portugal"", ""Alentejo"", ""Setubal District"", ""Costa da Caparica""]",Portugal,Alentejo,Setubal District,Costa da Caparica,"Lunch, Dinner","Mediterranean, Seafood, Portuguese, International, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Free off-street parking, Wine and Beer, Digital Payments, Waterfront, Beach, BYOB",5.0,68.0
8834,Taberna d'Vila,"[""Europe"", ""Portugal"", ""Alentejo"", ""Setubal District"", ""Grandola""]",Portugal,Alentejo,Setubal District,Grandola,"Lunch, Dinner","Mediterranean, European, Healthy, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,482.0
8835,Restaurante Naco na Pedra,"[""Europe"", ""Portugal"", ""Central Portugal"", ""Leiria District"", ""Caldas da Rainha""]",Portugal,Central Portugal,Leiria District,Caldas da Rainha,"Lunch, Dinner, After-hours","Steakhouse, Barbecue, European, Portuguese, Contemporary",Gluten Free Options,"Outdoor Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Full Bar, Accepts Credit Cards, Table Service",4.5,403.0
8836,Bate Que eu Abro,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Altura""]",Portugal,Algarve,Faro District,Altura,"Lunch, Dinner","Seafood, Mediterranean, European, Portuguese",Gluten Free Options,"Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,271.0
8837,Restaurante Borda D'Agua,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Ribeira Brava""]",Portugal,Madeira Islands,Madeira,Ribeira Brava,"Lunch, Dinner, Brunch, After-hours, Drinks","Seafood, Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,505.0
8838,MOO Bar & Grill,"[""Europe"", ""Portugal"", ""Central Portugal"", ""Leiria District"", ""Peniche"", ""Ferrel""]",Portugal,Central Portugal,Leiria District,Ferrel,"Dinner, Drinks","Steakhouse, European",Gluten Free Options,"Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Family style, Non-smoking restaurants",4.5,253.0
8839,Fusion Sunsubiro Ferragudo,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,Lunch,"Mediterranean, Sushi, Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Table Service, Free Wifi",4.5,176.0
8840,V5 Petiscaria & Bar,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Dinner, After-hours, Drinks","Portuguese, Bar, European, Pub, Wine Bar","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Serves Alcohol, Free Wifi, Table Service, Outdoor Seating, Wine and Beer, Cash Only, Live Music",5.0,73.0
8841,Rei das Praias,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Lunch, Dinner, After-hours","Seafood, Mediterranean, European, Portuguese",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Waterfront, Beach",4.0,702.0
8842,Restaurante Portarade,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Lunch, Dinner, Brunch, After-hours","Mediterranean, European, Portuguese, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.0,877.0
8843,Club Nau,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, Seafood, Mediterranean, European, Portuguese, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Waterfront, Beach",4.0,555.0
8844,Restaurante Praia Grande,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Lunch, Brunch","Seafood, Mediterranean, European, Portuguese, Grill",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Waterfront, Beach, Playgrounds",4.0,186.0
8845,Marisqueira Mare Viva,"[""Europe"", ""Portugal"", ""Algarve"", ""Faro District"", ""Ferragudo""]",Portugal,Algarve,Faro District,Ferragudo,"Lunch, Dinner","Seafood, Mediterranean, European, Portuguese",Gluten Free Options,"Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,293.0
