id,title,reviews
46567,Я дома,"[['182878', '10']]"
47745,Grace Bistro,"[['192292', '8.3']]"
45101,Eva,"[['171473', '5.7']]"
44815,Сон Менделеева,"[['191038', '9.7']]"
41300,Среда,"[['117862', '8.0']]"
43668,Secret Room,"[['197569', '3.0']]"
43547,Hydra,"[['186348', '1.3'], ['180662', '10'], ['153069', '5.0']]"
47369,Bardot,"[['191907', '3.3'], ['189144', '3.0']]"
34909,Liberty,"[['187468', '9.3'], ['181336', '2.7'], ['144808', '1.0']]"
44659,Колокол,"[['180638', '1.0'], ['170715', '3.7'], ['165967', '10'], ['165609', '10'], ['165608', '10'], ['165599', '10'], ['165532', '1.0'], ['164722', '1.0'], ['162939', '10']]"
31620,Кафе дяди Сэма,"[['174646', '3.7'], ['163672', '2.3'], ['90264', '8.3']]"
38169,Beer Happens,"[['101310', '1.7'], ['99781', '9.3'], ['93319', '4.7']]"
31823,Чехов,"[['156502', '4.3'], ['118853', '10'], ['124297', '2.7'], ['118853', '10'], ['93261', '10'], ['95085', '10'], ['90932', '9.0']]"
