id_restourant,title,id_users,rating
33327,Артяшок & La veranda,101641,10.0
33327,Артяшок & La veranda,88351,9.0
30898,Водный,195084,6.3
30898,Водный,180654,9.3
30898,Водный,134495,9.7
30898,Водный,117509,7.7
30898,Водный,113952,8.0
30898,Водный,113951,8.7
30898,Водный,113915,8.0
30898,Водный,113938,8.3
30898,Водный,87315,8.7
30490,Дарбази,196296,10.0
30490,Дарбази,116624,10.0
30490,Дарбази,121572,9.0
30490,Дарбази,116624,6.7
30490,Дарбази,108558,10.0
30490,Дарбази,89812,9.0
30490,Дарбази,85794,9.7
31369,Большой,200769,9.7
31369,Большой,189644,8.0
31369,Большой,181269,2.7
31369,Большой,169142,3.7
31369,Большой,114206,8.7
31369,Большой,114938,9.0
31369,Большой,114969,8.7
31369,Большой,114816,8.7
31369,Большой,89972,10.0
36130,Grape,135657,8.3
36130,Grape,135725,8.7
36130,Grape,135756,9.7
36130,Grape,89036,10.0
43153,Desert Rose,197568,10.0
43153,Desert Rose,197567,10.0
43153,Desert Rose,197561,10.0
43153,Desert Rose,197560,10.0
43153,Desert Rose,197381,10.0
43153,Desert Rose,197380,10.0
43153,Desert Rose,197122,10.0
43153,Desert Rose,196878,10.0
43153,Desert Rose,196876,10.0
43153,Desert Rose,192045,9.7
43153,Desert Rose,194004,9.3
43153,Desert Rose,193142,10.0
43153,Desert Rose,193073,10.0
43153,Desert Rose,192988,10.0
43153,Desert Rose,192942,10.0
43153,Desert Rose,192375,10.0
43153,Desert Rose,192314,10.0
43153,Desert Rose,192305,10.0
43153,Desert Rose,192307,10.0
43153,Desert Rose,192306,10.0
43153,Desert Rose,177913,10.0
43153,Desert Rose,177159,10.0
43153,Desert Rose,176572,10.0
43153,Desert Rose,176023,10.0
43153,Desert Rose,175902,10.0
43153,Desert Rose,175142,10.0
43153,Desert Rose,173035,9.7
43153,Desert Rose,172913,10.0
43153,Desert Rose,172911,10.0
43153,Desert Rose,172910,10.0
43153,Desert Rose,172813,10.0
43153,Desert Rose,112554,10.0
43153,Desert Rose,171445,10.0
43153,Desert Rose,171326,10.0
43153,Desert Rose,171295,10.0
43153,Desert Rose,171251,10.0
43153,Desert Rose,171216,10.0
43153,Desert Rose,171205,10.0
43153,Desert Rose,171206,10.0
43153,Desert Rose,171189,10.0
43153,Desert Rose,154758,9.7
43153,Desert Rose,166337,10.0
43153,Desert Rose,165932,10.0
43153,Desert Rose,165896,9.7
43153,Desert Rose,165892,10.0
43153,Desert Rose,161141,10.0
43153,Desert Rose,160888,10.0
43153,Desert Rose,160731,10.0
43153,Desert Rose,160559,10.0
43153,Desert Rose,159802,9.7
43153,Desert Rose,159549,10.0
43153,Desert Rose,159413,9.0
43153,Desert Rose,155349,4.0
43827,Lure Me,202253,10.0
43827,Lure Me,201753,10.0
43827,Lure Me,201497,10.0
43827,Lure Me,201160,10.0
43827,Lure Me,200506,10.0
43827,Lure Me,200015,10.0
43827,Lure Me,199463,10.0
43827,Lure Me,199272,10.0
43827,Lure Me,199203,9.7
43827,Lure Me,199123,10.0
43827,Lure Me,199027,9.0
43827,Lure Me,194725,10.0
43827,Lure Me,194673,10.0
43827,Lure Me,193283,10.0
43827,Lure Me,192993,10.0
43827,Lure Me,191199,10.0
43827,Lure Me,190859,9.7
43827,Lure Me,189642,10.0
43827,Lure Me,189165,10.0
43827,Lure Me,187769,10.0
43827,Lure Me,187314,10.0
43827,Lure Me,187108,10.0
43827,Lure Me,186845,10.0
43827,Lure Me,185821,10.0
